branch,bin,x_unit,x,valid,measured,background,net_measured,model_total,net_model
m1_plus,62,L_reciprocal_lattice_units,14.500000000000011,1,4.1843972269436591,3.5506565109858439,0.63374071595781523,3.6145530583274166,0.063896547341572685
m1_plus,63,L_reciprocal_lattice_units,14.700000000000012,1,3.7386368256471627,3.3416492133135254,0.39698761233363733,3.3880594968378031,0.046410283524277673
m1_plus,64,L_reciprocal_lattice_units,14.900000000000011,1,3.518083206419254,3.140175735569815,0.37790747084943899,3.18609843589407,0.04592270032425505
m1_plus,65,L_reciprocal_lattice_units,15.100000000000012,1,3.3236078946895375,2.9468771284748319,0.37673076621470569,2.9987368621421226,0.051859733667290797
m1_plus,66,L_reciprocal_lattice_units,15.300000000000011,1,3.0438898416576201,2.7615489038093375,0.28234093784828262,2.8352694641800382,0.073720560370700738
m1_plus,67,L_reciprocal_lattice_units,15.500000000000012,1,3.323921801163717,2.5844187194511221,0.73950308171259493,2.8290692291503667,0.24465050969924462
m1_plus,68,L_reciprocal_lattice_units,15.700000000000012,1,4.6149937003408432,2.4159670028146594,2.1990266975261838,4.4601351780917984,2.044168175277139
m1_plus,69,L_reciprocal_lattice_units,15.900000000000013,1,8.7869744336272042,2.2568203889164593,6.5301540447107449,10.597078847860036,8.3402584589435769
m1_plus,70,L_reciprocal_lattice_units,16.100000000000016,1,9.8314700880179267,2.1095483259011529,7.7219217621167733,10.067700183858278,7.9581518579571249
m1_plus,71,L_reciprocal_lattice_units,16.300000000000011,1,4.6655303049832071,1.9794141071085525,2.6861161978746546,3.6585391377795276,1.6791250306709751
m1_plus,72,L_reciprocal_lattice_units,16.500000000000014,1,2.7796290204938536,1.8015535829333431,0.97807543756051052,1.9807204695898553,0.17916688665651215
m1_plus,73,L_reciprocal_lattice_units,16.70000000000001,1,2.2963194340161603,1.6195179709387733,0.67680146307738709,1.8007368184802022,0.18121884754142892
m1_plus,74,L_reciprocal_lattice_units,16.900000000000013,1,2.3201887112944952,1.4510394542680913,0.86914925702640389,2.314298894090129,0.86325943982203768
m3_minus,0,L_reciprocal_lattice_units,2.1000000000000001,1,5.5015982040828035,7.0933264523948516,-1.5917282483120481,7.1522714521322941,0.058944999737442494
m3_minus,1,L_reciprocal_lattice_units,2.3000000000000003,1,5.5374392377610313,7.0344109547729907,-1.4969717170119594,7.0906630444735415,0.056252089700550734
m3_minus,2,L_reciprocal_lattice_units,2.5000000000000004,1,6.1939824376454844,6.9700884548165583,-0.77610601717107386,7.120185701977614,0.15009724716105577
m3_minus,3,L_reciprocal_lattice_units,2.7000000000000006,1,6.5949387723544817,6.8999259181967503,-0.3049871458422686,7.51636140091827,0.61643548272151971
m3_minus,4,L_reciprocal_lattice_units,2.9000000000000008,1,7.4809726183811023,6.8259397318637705,0.65503288651733182,8.3682216103566844,1.542281878492914
m3_minus,5,L_reciprocal_lattice_units,3.100000000000001,1,7.4089220006835887,6.74714461497899,0.66177738570459876,8.3360962568510395,1.5889516418720495
m3_minus,6,L_reciprocal_lattice_units,3.3000000000000012,1,6.3267265626631222,6.6637646187644499,-0.33703805610132775,7.3923219839952266,0.72855736523077663
m3_minus,7,L_reciprocal_lattice_units,3.5000000000000013,1,6.1245229977963973,6.5768006125667018,-0.45227761477030448,6.8026743291358658,0.225873716569164
m3_minus,8,L_reciprocal_lattice_units,3.7000000000000015,1,5.7869751033262702,6.4855510273848909,-0.69857592405862068,6.5694599473836313,0.083908919998740394
m3_minus,9,L_reciprocal_lattice_units,3.9000000000000017,1,5.715404608820311,6.390635633226192,-0.67523102440588101,6.4480379108856347,0.057402277659442724
m3_minus,10,L_reciprocal_lattice_units,4.1000000000000014,1,5.9416389230828095,6.2921339044510649,-0.35049498136825541,6.3430095010803624,0.050875596629297526
m3_minus,11,L_reciprocal_lattice_units,4.3000000000000025,1,5.6165052305147363,6.1900757613642829,-0.57357053084954668,6.2425874223344753,0.052511660970192331
m3_minus,12,L_reciprocal_lattice_units,4.5000000000000018,1,6.0562687511704674,6.084756057956958,-0.028487306786490585,6.1436391893457909,0.058883131388832943
m3_minus,13,L_reciprocal_lattice_units,4.7000000000000028,1,5.798993621540447,5.9764253967890655,-0.17743177524861853,6.0421475696004885,0.065722172811423007
m3_minus,14,L_reciprocal_lattice_units,4.9000000000000021,1,5.6558197220916995,5.8654068595718201,-0.20958713748012059,5.9341764044188183,0.068769544846998265
m3_minus,15,L_reciprocal_lattice_units,5.1000000000000032,1,5.7323224334430023,5.7514370633326184,-0.019114629889616097,5.8465493942547617,0.095112330922143329
m3_minus,16,L_reciprocal_lattice_units,5.3000000000000025,1,5.8078526043997556,5.6352784104750677,0.17257419392468787,5.8696420216279019,0.23436361115283422
m3_minus,17,L_reciprocal_lattice_units,5.5000000000000036,1,6.6885272692044957,5.5164623465346994,1.1720649226697963,6.6533060749485875,1.1368437284138881
m3_minus,18,L_reciprocal_lattice_units,5.7000000000000028,1,8.9651878010532116,5.3958183457202242,3.5693694553329873,9.8174194547255809,4.4216011090053566
m3_minus,19,L_reciprocal_lattice_units,5.9000000000000039,1,14.777235202347313,5.2733985473406459,9.5038366550066673,15.618206569874761,10.344808022534115
m3_minus,20,L_reciprocal_lattice_units,6.1000000000000032,1,16.177729018200999,5.1493009383010167,11.028428079899982,15.236442568012112,10.087141629711095
m3_minus,21,L_reciprocal_lattice_units,6.3000000000000043,1,9.3495916366131731,5.0234168833298698,4.3261747532833033,9.1614825557530342,4.1380656724231644
m3_minus,22,L_reciprocal_lattice_units,6.5000000000000036,1,6.5365808717567475,4.8963858337978943,1.6401950379588532,5.8587936481750402,0.96240781437714595
m3_minus,23,L_reciprocal_lattice_units,6.7000000000000046,1,5.4144484083345112,4.7684622269006791,0.64598618143383213,4.9289219124057357,0.16045968550505663
m3_minus,24,L_reciprocal_lattice_units,6.9000000000000039,1,5.187235180152399,4.6394745034002511,0.5477606767521479,4.6863619015856957,0.046887398185444518
m3_minus,25,L_reciprocal_lattice_units,7.100000000000005,1,4.899902805567919,4.510110999159493,0.38979180640842603,4.5369575218624245,0.02684652270293153
m3_minus,26,L_reciprocal_lattice_units,7.3000000000000043,1,4.6804604882788361,4.3798919407658916,0.30056854751294448,4.3979447770018298,0.01805283623593823
m3_minus,27,L_reciprocal_lattice_units,7.5000000000000053,1,4.7395777569545423,4.2494555568937926,0.49012220006074969,4.2621434269303524,0.012687870036559801
m3_minus,28,L_reciprocal_lattice_units,7.7000000000000046,1,4.6264838349424195,4.1191688355503295,0.50731499939209002,4.1281125986748766,0.0089437631245470328
m3_minus,29,L_reciprocal_lattice_units,7.9000000000000057,1,4.5143109223042401,3.9889701418694448,0.52534078043479537,3.9951712807649145,0.0062011388954696933
m3_minus,30,L_reciprocal_lattice_units,8.100000000000005,1,4.22202193560911,3.8589886855318443,0.36303325007726572,3.8646925240127992,0.0057038384809549036
m3_minus,31,L_reciprocal_lattice_units,8.300000000000006,1,4.0338144673590648,3.7295667801189758,0.30424768724008899,3.7475749124540085,0.018008132335032734
